13@s.s@Football@s.s@495143@s.s@Massachusetts Minutemen@s.s@0
13@s.s@Football@s.s@495142@s.s@Connecticut Huskies@s.s@0
13@s.s@Football@s.s@558177@s.s@Under 36.5@s.s@0
13@s.s@Football@s.s@558176@s.s@Over 36.5@s.s@0
13@s.s@Football@s.s@494852@s.s@Dallas Cowboys@s.s@0
13@s.s@Football@s.s@523397@s.s@Pittsburgh Steelers v Atlanta Falcons@s.s@0
13@s.s@Football@s.s@523374@s.s@Tennessee Titans v Los Angeles Rams@s.s@0
13@s.s@Football@s.s@523383@s.s@Cleveland Browns v Minnesota Vikings@s.s@0
13@s.s@Football@s.s@523384@s.s@New England Patriots v Atlanta Falcons@s.s@0
13@s.s@Football@s.s@523373@s.s@Las Vegas Raiders v Tampa Bay Buccaneers@s.s@0
13@s.s@Football@s.s@523385@s.s@Cleveland Browns v Los Angeles Rams@s.s@0
13@s.s@Football@s.s@523372@s.s@Houston Texans v Dallas Cowboys@s.s@0
13@s.s@Football@s.s@523371@s.s@Denver Broncos v Dallas Cowboys@s.s@0
13@s.s@Football@s.s@523370@s.s@Tennessee Titans v Minnesota Vikings@s.s@0
13@s.s@Football@s.s@523369@s.s@Los Angeles Chargers v Green Bay Packers@s.s@0
13@s.s@Football@s.s@523368@s.s@Houston Texans v Philadelphia Eagles@s.s@0
13@s.s@Football@s.s@523367@s.s@Denver Broncos v Philadelphia Eagles@s.s@0
13@s.s@Football@s.s@523366@s.s@New England Patriots v Chicago Bears@s.s@0
13@s.s@Football@s.s@523386@s.s@Denver Broncos v Green Bay Packers@s.s@0
13@s.s@Football@s.s@523387@s.s@Houston Texans v Green Bay Packers@s.s@0
13@s.s@Football@s.s@523388@s.s@Las Vegas Raiders v Dallas Cowboys@s.s@0
13@s.s@Football@s.s@523365@s.s@Los Angeles Chargers v Seattle Seahawks@s.s@0
13@s.s@Football@s.s@523364@s.s@Houston Texans v Tampa Bay Buccaneers@s.s@0
13@s.s@Football@s.s@523363@s.s@Denver Broncos v Tampa Bay Buccaneers@s.s@0
13@s.s@Football@s.s@523389@s.s@Los Angeles Chargers v Minnesota Vikings@s.s@0
13@s.s@Football@s.s@523414@s.s@Las Vegas Raiders v Minnesota Vikings@s.s@0
13@s.s@Football@s.s@523413@s.s@Jacksonville Jaguars v San Francisco 49ers@s.s@0
13@s.s@Football@s.s@523412@s.s@Cincinnati Bengals v San Francisco 49ers@s.s@0
13@s.s@Football@s.s@523390@s.s@Las Vegas Raiders v Seattle Seahawks@s.s@0
13@s.s@Football@s.s@523395@s.s@Indianapolis Colts v Atlanta Falcons@s.s@0
13@s.s@Football@s.s@523396@s.s@Las Vegas Raiders v Green Bay Packers@s.s@0
13@s.s@Football@s.s@523391@s.s@Los Angeles Chargers v Los Angeles Rams@s.s@0
13@s.s@Football@s.s@523392@s.s@New England Patriots v Arizona Cardinals@s.s@0
13@s.s@Football@s.s@523411@s.s@New York Jets v Philadelphia Eagles@s.s@0
13@s.s@Football@s.s@523410@s.s@Miami Dolphins v Philadelphia Eagles@s.s@0
13@s.s@Football@s.s@523409@s.s@Cleveland Browns v Chicago Bears@s.s@0
13@s.s@Football@s.s@523408@s.s@Baltimore Ravens v Washington Redskins@s.s@0
13@s.s@Football@s.s@523984@s.s@Baltimore Ravens v Green Bay Packers@s.s@0
13@s.s@Football@s.s@520368@s.s@Nevilled Gallimore@s.s@0
13@s.s@Football@s.s@520369@s.s@Cam Brown@s.s@0
13@s.s@Football@s.s@520370@s.s@Bryce Hall@s.s@0
13@s.s@Football@s.s@520371@s.s@K´Von Wallace@s.s@0
13@s.s@Football@s.s@520372@s.s@Justin Madubuike@s.s@0
13@s.s@Football@s.s@520373@s.s@Cameron Dantzler@s.s@0
13@s.s@Football@s.s@520374@s.s@Julian Blackmon@s.s@0
13@s.s@Football@s.s@520375@s.s@Trevis Gipson@s.s@0
13@s.s@Football@s.s@520376@s.s@Raekwon Davis@s.s@0
13@s.s@Football@s.s@520377@s.s@Davon Hamilton@s.s@0
13@s.s@Football@s.s@520378@s.s@Markus Bailey@s.s@0
13@s.s@Football@s.s@520379@s.s@Troy Pride Jr@s.s@0
13@s.s@Football@s.s@520380@s.s@Alohi Gilman@s.s@0
13@s.s@Football@s.s@520381@s.s@David Woodward@s.s@0
13@s.s@Football@s.s@523407@s.s@Houston Texans v Los Angeles Rams@s.s@0
13@s.s@Football@s.s@523406@s.s@Denver Broncos v Los Angeles Rams@s.s@0
13@s.s@Football@s.s@525994@s.s@Yes@s.s@0
13@s.s@Football@s.s@557853@s.s@Under 28.5@s.s@0
13@s.s@Football@s.s@523405@s.s@Pittsburgh Steelers v Arizona Cardinals@s.s@0
13@s.s@Football@s.s@523404@s.s@New York Jets v Tampa Bay Buccaneers@s.s@0
13@s.s@Football@s.s@523403@s.s@Miami Dolphins v Tampa Bay Buccaneers@s.s@0
13@s.s@Football@s.s@557852@s.s@Over 28.5@s.s@0
13@s.s@Football@s.s@557851@s.s@Under 13.5@s.s@0
13@s.s@Football@s.s@557850@s.s@Over 13.5@s.s@0
13@s.s@Football@s.s@557849@s.s@Under 69.5@s.s@0
13@s.s@Football@s.s@557848@s.s@Over 69.5@s.s@0
13@s.s@Football@s.s@557847@s.s@Under 44.5@s.s@0
13@s.s@Football@s.s@557846@s.s@Over 44.5@s.s@0
13@s.s@Football@s.s@523398@s.s@Tennessee Titans v Chicago Bears@s.s@0
13@s.s@Football@s.s@523402@s.s@Indianapolis Colts v Arizona Cardinals@s.s@0
13@s.s@Football@s.s@523401@s.s@Buffalo Bills v Arizona Cardinals@s.s@0
13@s.s@Football@s.s@523400@s.s@Houston Texans v Minnesota Vikings@s.s@0
13@s.s@Football@s.s@525995@s.s@No@s.s@0
13@s.s@Football@s.s@523399@s.s@Denver Broncos v Minnesota Vikings@s.s@0
13@s.s@Football@s.s@523393@s.s@Kansas City Chiefs v Washington Redskins@s.s@0
13@s.s@Football@s.s@523394@s.s@Buffalo Bills v Atlanta Falcons@s.s@0
13@s.s@Football@s.s@523424@s.s@New York Jets v Green Bay Packers@s.s@0
13@s.s@Football@s.s@523423@s.s@Miami Dolphins v Green Bay Packers@s.s@0
13@s.s@Football@s.s@523422@s.s@New England Patriots v New York Giants@s.s@0
13@s.s@Football@s.s@523421@s.s@New York Jets v Seattle Seahawks@s.s@0
13@s.s@Football@s.s@523420@s.s@Miami Dolphins v Seattle Seahawks@s.s@0
13@s.s@Football@s.s@523419@s.s@Las Vegas Raiders v Los Angeles Rams@s.s@0
13@s.s@Football@s.s@523418@s.s@Tennessee Titans v Atlanta Falcons@s.s@0
13@s.s@Football@s.s@523417@s.s@New York Jets v Dallas Cowboys@s.s@0
13@s.s@Football@s.s@523416@s.s@Miami Dolphins v Dallas Cowboys@s.s@0
13@s.s@Football@s.s@523382@s.s@Pittsburgh Steelers v Chicago Bears@s.s@0
13@s.s@Football@s.s@523381@s.s@New York Jets v New Orleans Saints@s.s@0
13@s.s@Football@s.s@523380@s.s@Miami Dolphins v New Orleans Saints@s.s@0
13@s.s@Football@s.s@523379@s.s@Las Vegas Raiders v Philadelphia Eagles@s.s@0
13@s.s@Football@s.s@523378@s.s@Indianapolis Colts v Chicago Bears@s.s@0
13@s.s@Football@s.s@523377@s.s@Houston Texans v Seattle Seahawks@s.s@0
13@s.s@Football@s.s@523376@s.s@Denver Broncos v Seattle Seahawks@s.s@0
13@s.s@Football@s.s@523375@s.s@Buffalo Bills v Chicago Bears@s.s@0
13@s.s@Football@s.s@523415@s.s@Los Angeles Chargers v Chicago Bears@s.s@0
14@s.s@Tennis@s.s@523780@s.s@Giorgio Binda@s.s@0
14@s.s@Tennis@s.s@5569@s.s@Filip Krajinovic@s.s@0
14@s.s@Tennis@s.s@3633@s.s@Marketa Vondrousova@s.s@0
14@s.s@Tennis@s.s@4648@s.s@Danka Kovinic@s.s@0
14@s.s@Tennis@s.s@3624@s.s@Donna Vekic@s.s@0
14@s.s@Tennis@s.s@7311@s.s@ Vondrousova@s.s@0
14@s.s@Tennis@s.s@10896@s.s@ Dolehide@s.s@0
14@s.s@Tennis@s.s@9716@s.s@ Ar. Rodionova@s.s@0
14@s.s@Tennis@s.s@21785@s.s@ Bryan@s.s@0
14@s.s@Tennis@s.s@7683@s.s@ Bara@s.s@0
14@s.s@Tennis@s.s@654625@s.s@Spain@s.s@0
14@s.s@Tennis@s.s@494805@s.s@Vladimir Tsirkin@s.s@0
14@s.s@Tennis@s.s@494801@s.s@Boris Boronin@s.s@0
14@s.s@Tennis@s.s@505706@s.s@Gleb Yakuba@s.s@0
14@s.s@Tennis@s.s@494800@s.s@Vitaly Bainev@s.s@0
14@s.s@Tennis@s.s@505705@s.s@Mikhail Yastrebov@s.s@0
14@s.s@Tennis@s.s@494802@s.s@Daniil Khurtov@s.s@0
14@s.s@Tennis@s.s@494803@s.s@Roman Ashihmin@s.s@0
14@s.s@Tennis@s.s@494804@s.s@Oleg Migachev@s.s@0
14@s.s@Tennis@s.s@19961@s.s@ Dellien@s.s@0
14@s.s@Tennis@s.s@654934@s.s@Dan Evans@s.s@0
14@s.s@Tennis@s.s@636394@s.s@Daniil Budov@s.s@0
14@s.s@Tennis@s.s@501262@s.s@Mark Bogdanov@s.s@0
14@s.s@Tennis@s.s@501261@s.s@Artem Kshenin@s.s@0
14@s.s@Tennis@s.s@636393@s.s@Gleb Kolyshkov@s.s@0
14@s.s@Tennis@s.s@654639@s.s@Colombia@s.s@0
14@s.s@Tennis@s.s@654635@s.s@Czech Republic@s.s@0
14@s.s@Tennis@s.s@654634@s.s@Great Britain@s.s@0
14@s.s@Tennis@s.s@654633@s.s@USA@s.s@0
14@s.s@Tennis@s.s@21794@s.s@ Carballes Baena@s.s@0
14@s.s@Tennis@s.s@654626@s.s@Serbia@s.s@0
14@s.s@Tennis@s.s@654627@s.s@Russia@s.s@0
14@s.s@Tennis@s.s@654628@s.s@Australia@s.s@0
14@s.s@Tennis@s.s@654629@s.s@France@s.s@0
14@s.s@Tennis@s.s@654630@s.s@Canada@s.s@0
14@s.s@Tennis@s.s@654631@s.s@Croatia@s.s@0
14@s.s@Tennis@s.s@654636@s.s@Italy@s.s@0
14@s.s@Tennis@s.s@654632@s.s@Germany@s.s@0
14@s.s@Tennis@s.s@654637@s.s@Kazakhstan@s.s@0
14@s.s@Tennis@s.s@654642@s.s@Ecuador@s.s@0
14@s.s@Tennis@s.s@654641@s.s@Sweden@s.s@0
14@s.s@Tennis@s.s@654638@s.s@Hungary@s.s@0
14@s.s@Tennis@s.s@654640@s.s@Austria@s.s@0
14@s.s@Tennis@s.s@4628@s.s@Zarina Diyas@s.s@0
14@s.s@Tennis@s.s@4629@s.s@Kristyna Pliskova@s.s@0
14@s.s@Tennis@s.s@4630@s.s@Polona Hercog@s.s@0
14@s.s@Tennis@s.s@4631@s.s@Rebecca Peterson@s.s@0
14@s.s@Tennis@s.s@4632@s.s@Anastasia Potapova@s.s@0
14@s.s@Tennis@s.s@4633@s.s@Serena Williams (USA)@s.s@0
14@s.s@Tennis@s.s@3749@s.s@Steve Johnson@s.s@0
14@s.s@Tennis@s.s@3750@s.s@Cameron Norrie@s.s@0
14@s.s@Tennis@s.s@3751@s.s@Marton Fucsovics@s.s@0
14@s.s@Tennis@s.s@19983@s.s@Isner / T. Paul@s.s@0
14@s.s@Tennis@s.s@19980@s.s@M. Arevalo / O'Mara@s.s@0
14@s.s@Tennis@s.s@19976@s.s@ Sonego@s.s@0
14@s.s@Tennis@s.s@19970@s.s@ Ramos-Vinolas@s.s@0
14@s.s@Tennis@s.s@19973@s.s@ Londero@s.s@0
14@s.s@Tennis@s.s@19972@s.s@Duran @s.s@0
14@s.s@Tennis@s.s@19969@s.s@Cecchinato @s.s@0
14@s.s@Tennis@s.s@19977@s.s@M. Daniell / Oswald@s.s@0
14@s.s@Tennis@s.s@19974@s.s@Caruso / Sonego@s.s@0
14@s.s@Tennis@s.s@21385@s.s@Haas / E. Perez@s.s@0
14@s.s@Tennis@s.s@3752@s.s@Marco Cecchinato@s.s@0
14@s.s@Tennis@s.s@4634@s.s@Sorana Cirstea@s.s@0
14@s.s@Tennis@s.s@4635@s.s@Kristie Ahn@s.s@0
14@s.s@Tennis@s.s@4636@s.s@Irina Begu@s.s@0
14@s.s@Tennis@s.s@7308@s.s@ Mcnally@s.s@0
14@s.s@Tennis@s.s@7305@s.s@ Teichmann@s.s@0
14@s.s@Tennis@s.s@4637@s.s@Viktorija Golubic@s.s@0
14@s.s@Tennis@s.s@19971@s.s@Duran / Londero@s.s@0
14@s.s@Tennis@s.s@19955@s.s@ Marach@s.s@0
14@s.s@Tennis@s.s@19963@s.s@L. Mayer @s.s@0
14@s.s@Tennis@s.s@19954@s.s@Klaasen @s.s@0
14@s.s@Tennis@s.s@19966@s.s@Demoliner @s.s@0
14@s.s@Tennis@s.s@19968@s.s@Cecchinato / Ramos-Vinolas@s.s@0
14@s.s@Tennis@s.s@19964@s.s@ Molteni@s.s@0
14@s.s@Tennis@s.s@19958@s.s@ Pel@s.s@0
14@s.s@Tennis@s.s@7304@s.s@Muchova @s.s@0
14@s.s@Tennis@s.s@19965@s.s@Demoliner / Middelkoop@s.s@0
14@s.s@Tennis@s.s@4638@s.s@Lin Zhu@s.s@0
14@s.s@Tennis@s.s@19962@s.s@L. Mayer / Molteni@s.s@0
14@s.s@Tennis@s.s@7302@s.s@ Mattek-Sands@s.s@0
14@s.s@Tennis@s.s@7301@s.s@Kenin @s.s@0
14@s.s@Tennis@s.s@7299@s.s@ F-H. Wu@s.s@0
14@s.s@Tennis@s.s@4639@s.s@Magda Linette@s.s@0
14@s.s@Tennis@s.s@4640@s.s@Arantxa Rus@s.s@0
14@s.s@Tennis@s.s@4641@s.s@Anna Karolina Schmiedlova@s.s@0
14@s.s@Tennis@s.s@4642@s.s@Kirsten Flipkens@s.s@0
14@s.s@Tennis@s.s@4643@s.s@Madison Brengle@s.s@0
14@s.s@Tennis@s.s@4644@s.s@Tatjana Maria@s.s@0
14@s.s@Tennis@s.s@19959@s.s@P. Cuevas / Dellien@s.s@0
14@s.s@Tennis@s.s@19956@s.s@Arends / Pel@s.s@0
14@s.s@Tennis@s.s@3753@s.s@Philipp Kohlschreiber@s.s@0
14@s.s@Tennis@s.s@4646@s.s@Na-Lae Han@s.s@0
14@s.s@Tennis@s.s@4647@s.s@Margarita Gasparyan@s.s@0
14@s.s@Tennis@s.s@3754@s.s@Nikoloz Basilashvili@s.s@0
14@s.s@Tennis@s.s@19953@s.s@Klaasen / Marach@s.s@0
14@s.s@Tennis@s.s@4649@s.s@Pauline Parmentier@s.s@0
14@s.s@Tennis@s.s@3755@s.s@Dusan Lajovic@s.s@0
14@s.s@Tennis@s.s@5158@s.s@S. Peng @s.s@0
14@s.s@Tennis@s.s@3756@s.s@Casper Ruud@s.s@0
14@s.s@Tennis@s.s@3757@s.s@Gilles Simon@s.s@0
14@s.s@Tennis@s.s@3758@s.s@Pablo Cuevas@s.s@0
14@s.s@Tennis@s.s@4650@s.s@Katerina Bondarenko@s.s@0
14@s.s@Tennis@s.s@7298@s.s@Y-H. Lee @s.s@0
14@s.s@Tennis@s.s@7296@s.s@ Stefani@s.s@0
14@s.s@Tennis@s.s@4651@s.s@Arina Rodionova@s.s@0
14@s.s@Tennis@s.s@3904@s.s@Danielle Rose Collins@s.s@0
14@s.s@Tennis@s.s@4652@s.s@Timea Babos@s.s@0
14@s.s@Tennis@s.s@4653@s.s@Sara Sorribes Tormo@s.s@0
14@s.s@Tennis@s.s@4654@s.s@Laura Siegemund@s.s@0
14@s.s@Tennis@s.s@7293@s.s@ S. Zheng@s.s@0
14@s.s@Tennis@s.s@7290@s.s@ L. Zhu@s.s@0
14@s.s@Tennis@s.s@7289@s.s@X. Han @s.s@0
14@s.s@Tennis@s.s@7287@s.s@ Klepac@s.s@0
14@s.s@Tennis@s.s@7286@s.s@Hradecka @s.s@0
14@s.s@Tennis@s.s@20691@s.s@Lindstedt / Sandgren@s.s@0
14@s.s@Tennis@s.s@20698@s.s@Aoyama / Shibahara@s.s@0
14@s.s@Tennis@s.s@7284@s.s@ Ninomiya@s.s@0
14@s.s@Tennis@s.s@7283@s.s@Hibino @s.s@0
14@s.s@Tennis@s.s@20702@s.s@Auger-Aliassime / Hurkacz@s.s@0
14@s.s@Tennis@s.s@20692@s.s@Lindstedt @s.s@0
14@s.s@Tennis@s.s@20689@s.s@Oceane Dodin@s.s@0
14@s.s@Tennis@s.s@20704@s.s@ Hurkacz@s.s@0
14@s.s@Tennis@s.s@20703@s.s@Auger-Aliassime @s.s@0
14@s.s@Tennis@s.s@20708@s.s@Gille @s.s@0
14@s.s@Tennis@s.s@20711@s.s@Munar @s.s@0
14@s.s@Tennis@s.s@20709@s.s@ Vliegen@s.s@0
14@s.s@Tennis@s.s@7615@s.s@ Strycova@s.s@0
14@s.s@Tennis@s.s@7619@s.s@Garcia Perez @s.s@0
14@s.s@Tennis@s.s@7620@s.s@ Sorribes Tormo@s.s@0
14@s.s@Tennis@s.s@7622@s.s@Adamczak @s.s@0
14@s.s@Tennis@s.s@7624@s.s@ Srebotnik@s.s@0
14@s.s@Tennis@s.s@7628@s.s@J. Moore @s.s@0
14@s.s@Tennis@s.s@7630@s.s@ Sharma@s.s@0
14@s.s@Tennis@s.s@7638@s.s@ Goerges@s.s@0
14@s.s@Tennis@s.s@7642@s.s@ Ferro@s.s@0
14@s.s@Tennis@s.s@7648@s.s@ Rybakina@s.s@0
14@s.s@Tennis@s.s@7654@s.s@ Stosur@s.s@0
14@s.s@Tennis@s.s@7658@s.s@Arruabarrena @s.s@0
14@s.s@Tennis@s.s@7659@s.s@ Jabeur@s.s@0
14@s.s@Tennis@s.s@7662@s.s@ Schuurs@s.s@0
14@s.s@Tennis@s.s@7667@s.s@ Yastremska@s.s@0
14@s.s@Tennis@s.s@7673@s.s@ Y. Wang@s.s@0
14@s.s@Tennis@s.s@7677@s.s@Kontaveit @s.s@0
14@s.s@Tennis@s.s@7679@s.s@ Minella@s.s@0
14@s.s@Tennis@s.s@7682@s.s@Alexandrova @s.s@0
14@s.s@Tennis@s.s@7688@s.s@ Guarachi@s.s@0
14@s.s@Tennis@s.s@7671@s.s@Blinkova @s.s@0
14@s.s@Tennis@s.s@7641@s.s@Cornet @s.s@0
14@s.s@Tennis@s.s@7646@s.s@Diyas @s.s@0
14@s.s@Tennis@s.s@7652@s.s@E. Perez @s.s@0
14@s.s@Tennis@s.s@7666@s.s@Stollar @s.s@0
14@s.s@Tennis@s.s@7661@s.s@Peschke @s.s@0
14@s.s@Tennis@s.s@7693@s.s@ Townsend@s.s@0
14@s.s@Tennis@s.s@7695@s.s@Maria @s.s@0
14@s.s@Tennis@s.s@7698@s.s@ Sevastova@s.s@0
14@s.s@Tennis@s.s@7702@s.s@Jurak @s.s@0
14@s.s@Tennis@s.s@7703@s.s@ N. Stojanovic@s.s@0
14@s.s@Tennis@s.s@7707@s.s@K. Bondarenko @s.s@0
14@s.s@Tennis@s.s@7709@s.s@ Krunic@s.s@0
14@s.s@Tennis@s.s@9715@s.s@Fourlis @s.s@0
14@s.s@Tennis@s.s@20055@s.s@T. Monteiro @s.s@0
14@s.s@Tennis@s.s@20065@s.s@S. Johnson @s.s@0
14@s.s@Tennis@s.s@20063@s.s@ Sitak@s.s@0
14@s.s@Tennis@s.s@20062@s.s@Sharan @s.s@0
14@s.s@Tennis@s.s@20056@s.s@ Romboli@s.s@0
14@s.s@Tennis@s.s@20071@s.s@Lister @s.s@0
14@s.s@Tennis@s.s@20069@s.s@ Konta@s.s@0
14@s.s@Tennis@s.s@20058@s.s@Andujar @s.s@0
14@s.s@Tennis@s.s@20070@s.s@Lister / Voracova@s.s@0
14@s.s@Tennis@s.s@20067@s.s@C. Garcia / Konta@s.s@0
14@s.s@Tennis@s.s@20064@s.s@S. Johnson / Opelka@s.s@0
14@s.s@Tennis@s.s@20061@s.s@Sharan / Sitak@s.s@0
14@s.s@Tennis@s.s@20060@s.s@M. Gonzalez / F. Martin@s.s@0
14@s.s@Tennis@s.s@20057@s.s@Andujar / P. Martinez@s.s@0
14@s.s@Tennis@s.s@20054@s.s@T. Monteiro / Romboli@s.s@0
14@s.s@Tennis@s.s@5521@s.s@Greet Minnen@s.s@0
14@s.s@Tennis@s.s@5524@s.s@Kaja Juvan@s.s@0
14@s.s@Tennis@s.s@5526@s.s@Harriet Dart@s.s@0
14@s.s@Tennis@s.s@5527@s.s@Misaki Doi@s.s@0
14@s.s@Tennis@s.s@5528@s.s@Leylah Annie Fernandez@s.s@0
14@s.s@Tennis@s.s@5530@s.s@Ludmila Samsonova@s.s@0
14@s.s@Tennis@s.s@5531@s.s@Monica Niculescu@s.s@0
14@s.s@Tennis@s.s@5532@s.s@Antonia Lottner@s.s@0
14@s.s@Tennis@s.s@5533@s.s@Alejandro Davidovich Fokina@s.s@0
14@s.s@Tennis@s.s@5536@s.s@Yuichi Sugita@s.s@0
14@s.s@Tennis@s.s@5542@s.s@Jozef Kovalik@s.s@0
14@s.s@Tennis@s.s@5544@s.s@Mario Vilella Martinez@s.s@0
14@s.s@Tennis@s.s@5545@s.s@Alejandro Tabilo@s.s@0
14@s.s@Tennis@s.s@19993@s.s@S. Gonzalez @s.s@0
14@s.s@Tennis@s.s@5550@s.s@Ilya Ivashka@s.s@0
14@s.s@Tennis@s.s@5565@s.s@Gregoire Barrere@s.s@0
14@s.s@Tennis@s.s@5568@s.s@Ann Li@s.s@0
14@s.s@Tennis@s.s@5570@s.s@Marco Trungelliti@s.s@0
14@s.s@Tennis@s.s@9597@s.s@H-C. Chan @s.s@0
14@s.s@Tennis@s.s@9601@s.s@ Santamaria@s.s@0
14@s.s@Tennis@s.s@9595@s.s@ Rosolska@s.s@0
14@s.s@Tennis@s.s@9600@s.s@Muhammad @s.s@0
14@s.s@Tennis@s.s@9598@s.s@ L. Chan@s.s@0
14@s.s@Tennis@s.s@9594@s.s@D. Collins @s.s@0
14@s.s@Tennis@s.s@5571@s.s@Max Purcell@s.s@0
14@s.s@Tennis@s.s@5546@s.s@Daniel Elahi Galan@s.s@0
14@s.s@Tennis@s.s@5538@s.s@Dominik Koepfer@s.s@0
14@s.s@Tennis@s.s@5525@s.s@Elisabetta Cocciaretto@s.s@0
14@s.s@Tennis@s.s@5537@s.s@Elliot Benchetrit@s.s@0
14@s.s@Tennis@s.s@5543@s.s@Ernests Gulbis@s.s@0
14@s.s@Tennis@s.s@5535@s.s@Evgeny Donskoy@s.s@0
14@s.s@Tennis@s.s@5547@s.s@Tallon Griekspoor@s.s@0
14@s.s@Tennis@s.s@5540@s.s@Tatsuma Ito@s.s@0
14@s.s@Tennis@s.s@5522@s.s@Nao Hibino@s.s@0
14@s.s@Tennis@s.s@5534@s.s@Norbert Gombos@s.s@0
14@s.s@Tennis@s.s@5539@s.s@Pedro Martinez@s.s@0
14@s.s@Tennis@s.s@5549@s.s@Peter Gojowczyk@s.s@0
14@s.s@Tennis@s.s@5541@s.s@Prajnesh Gunneswaran@s.s@0
14@s.s@Tennis@s.s@5572@s.s@Quentin Halys@s.s@0
14@s.s@Tennis@s.s@5529@s.s@Shelby Rogers@s.s@0
14@s.s@Tennis@s.s@5523@s.s@Shuai Peng@s.s@0
14@s.s@Tennis@s.s@5563@s.s@Barbora Krejcikova@s.s@0
14@s.s@Tennis@s.s@3620@s.s@Kyle Edmund@s.s@0
14@s.s@Tennis@s.s@3621@s.s@John Isner@s.s@0
14@s.s@Tennis@s.s@3622@s.s@Feliciano Lopez@s.s@0
14@s.s@Tennis@s.s@3623@s.s@Hubert Hurkacz@s.s@0
14@s.s@Tennis@s.s@3625@s.s@Dayana Yastremska@s.s@0
14@s.s@Tennis@s.s@3626@s.s@Ugo Humbert@s.s@0
14@s.s@Tennis@s.s@3627@s.s@Denis Shapovalov@s.s@0
14@s.s@Tennis@s.s@3628@s.s@Aryna Sabalenka@s.s@0
14@s.s@Tennis@s.s@3629@s.s@Simona Halep@s.s@0
14@s.s@Tennis@s.s@3630@s.s@Lauren Davis@s.s@0
14@s.s@Tennis@s.s@3631@s.s@Shuai Zhang@s.s@0
14@s.s@Tennis@s.s@3632@s.s@Ashleigh Barty@s.s@0
14@s.s@Tennis@s.s@3634@s.s@Alex Bolt@s.s@0
14@s.s@Tennis@s.s@3635@s.s@Felix Auger-Aliassime@s.s@0
14@s.s@Tennis@s.s@3636@s.s@John Millman@s.s@0
14@s.s@Tennis@s.s@3637@s.s@Benoit Paire@s.s@0
14@s.s@Tennis@s.s@3638@s.s@Elena Rybakina@s.s@0
14@s.s@Tennis@s.s@3639@s.s@Lizette Cabrera@s.s@0
14@s.s@Tennis@s.s@3641@s.s@Lloyd Harris@s.s@0
14@s.s@Tennis@s.s@3642@s.s@Daniel Evans@s.s@0
14@s.s@Tennis@s.s@3643@s.s@Andrey Rublev@s.s@0
14@s.s@Tennis@s.s@3644@s.s@Albert Ramos-Vinolas@s.s@0
14@s.s@Tennis@s.s@3645@s.s@Tommy Paul@s.s@0
14@s.s@Tennis@s.s@3646@s.s@Veronika Kudermetova@s.s@0
14@s.s@Tennis@s.s@3647@s.s@Garbiñe Muguruza@s.s@0
14@s.s@Tennis@s.s@20935@s.s@Monroe / Sock@s.s@0
14@s.s@Tennis@s.s@4798@s.s@ Mirza@s.s@0
14@s.s@Tennis@s.s@4797@s.s@N. Kichenok @s.s@0
14@s.s@Tennis@s.s@4795@s.s@ Zidansek@s.s@0
14@s.s@Tennis@s.s@4794@s.s@Bouzkova @s.s@0
14@s.s@Tennis@s.s@20036@s.s@ Struff@s.s@0
14@s.s@Tennis@s.s@7269@s.s@Jakupovic @s.s@0
14@s.s@Tennis@s.s@20033@s.s@ Shapovalov@s.s@0
14@s.s@Tennis@s.s@20006@s.s@Rosolska @s.s@0
14@s.s@Tennis@s.s@20026@s.s@Rojer @s.s@0
14@s.s@Tennis@s.s@20053@s.s@ H. Zeballos@s.s@0
14@s.s@Tennis@s.s@20022@s.s@Facundo Bagnis@s.s@0
14@s.s@Tennis@s.s@20000@s.s@ Nys@s.s@0
14@s.s@Tennis@s.s@19991@s.s@ Nielsen@s.s@0
14@s.s@Tennis@s.s@20028@s.s@ Tecau@s.s@0
14@s.s@Tennis@s.s@20014@s.s@ Putintseva@s.s@0
14@s.s@Tennis@s.s@20012@s.s@Potapova @s.s@0
14@s.s@Tennis@s.s@20040@s.s@Pedro Sousa@s.s@0
14@s.s@Tennis@s.s@20052@s.s@M. Granollers @s.s@0
14@s.s@Tennis@s.s@19994@s.s@ K. Skupski@s.s@0
14@s.s@Tennis@s.s@20035@s.s@Kontinen @s.s@0
14@s.s@Tennis@s.s@19996@s.s@Kecmanovic @s.s@0
14@s.s@Tennis@s.s@20043@s.s@Jason Jung@s.s@0
14@s.s@Tennis@s.s@19999@s.s@Cacic @s.s@0
14@s.s@Tennis@s.s@20032@s.s@Bopanna @s.s@0
14@s.s@Tennis@s.s@20051@s.s@M. Granollers / H. Zeballos@s.s@0
14@s.s@Tennis@s.s@20037@s.s@J. Murray / N. Skupski@s.s@0
14@s.s@Tennis@s.s@20034@s.s@Kontinen / Struff@s.s@0
14@s.s@Tennis@s.s@20030@s.s@Bopanna / Shapovalov@s.s@0
14@s.s@Tennis@s.s@20024@s.s@Rojer / Tecau@s.s@0
14@s.s@Tennis@s.s@19995@s.s@Kecmanovic / A. Pavic@s.s@0
14@s.s@Tennis@s.s@20009@s.s@Potapova / Putintseva@s.s@0
14@s.s@Tennis@s.s@21778@s.s@P. Cuevas / Verdasco@s.s@0
14@s.s@Tennis@s.s@21780@s.s@Kubot / Melo@s.s@0
14@s.s@Tennis@s.s@21782@s.s@ Melo@s.s@0
